mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.377730131149292,0.014546953175210176,0.07021279335021972,0.04864391781497626,gini,,1,2,100,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.9920511937557392,0.9825814967860422,0.9779040404040403,0.9828397612488522,0.9659951790633607,0.980274334251607,0.008486594137018673,1336
0.6909825801849365,0.08673645478671006,0.05838780403137207,0.02271392704217129,gini,,1,2,200,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200, 'n_jobs': -1}",0.9921659779614325,0.9817206152433424,0.9755222681359045,0.9801136363636364,0.9725091827364555,0.9804063360881543,0.006727872332865626,1334
1.7762102603912353,0.3274586642150726,0.08345160484313965,0.03086058350818049,gini,,1,2,300,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300, 'n_jobs': -1}",0.9951216712580349,0.9811753902662993,0.9753787878787878,0.9826388888888888,0.9725091827364555,0.9813647842056932,0.0078123617886858695,1320
0.4485165596008301,0.2312320728690753,0.07102732658386231,0.05929556905599803,gini,,1,5,100,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100, 'n_jobs': -1}",0.9954086317722681,0.9816919191919191,0.9804866850321396,0.9830980257116622,0.973972681359045,0.9829315886134069,0.006978261392127477,1301
1.3732981204986572,0.23958526428572488,0.11480884552001953,0.05450849668436989,gini,,1,5,200,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200, 'n_jobs': -1}",0.9954373278236914,0.980974517906336,0.9815771349862259,0.9864841597796143,0.9728535353535354,0.9834653351698807,0.0074137935774250515,1264
1.9963634014129639,0.13552837339919993,0.05769782066345215,0.003566059877973532,gini,,1,5,300,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300, 'n_jobs': -1}",0.9959538567493113,0.9811179981634527,0.9822371441689624,0.986455463728191,0.9733413682277319,0.9838211662075299,0.00739978529689286,1213
0.5387900829315185,0.26932427036920636,0.03882675170898438,0.009246876215297713,gini,,1,10,100,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.9955521120293849,0.9841597796143251,0.9835571625344353,0.9874311294765841,0.9745466023875116,0.9850493572084481,0.00677209790295143,833
1.1540104866027832,0.1095279572458819,0.05283970832824707,0.009977902706470924,gini,,1,10,200,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200, 'n_jobs': -1}",0.9960686409550047,0.9837867309458219,0.9848197887970616,0.9869146005509641,0.9771005509641872,0.985738062442608,0.006121480539208001,211
1.8622158527374268,0.25388278629520455,0.06267771720886231,0.007870945651643688,gini,,1,10,300,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300, 'n_jobs': -1}",0.9956668962350781,0.9834136822773186,0.9839015151515151,0.9870867768595042,0.9783631772268135,0.9856864095500459,0.005719300866393451,238
0.4751450061798096,0.2171342931484034,0.06351656913757324,0.034004071034085905,gini,,1,15,100,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 100, 'n_jobs': -1}",0.9965851698806245,0.9845615243342516,0.9845328282828283,0.9878328741965106,0.97876492194674,0.986455463728191,0.005846985081369874,13
1.1326095104217528,0.0870697913645963,0.06918177604675294,0.04149495736765254,gini,,1,15,200,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 200, 'n_jobs': -1}",0.9956668962350781,0.9839015151515151,0.9849632690541781,0.9876320018365473,0.9772727272727273,0.9858872819100093,0.005961418035077698,154
1.9867255210876464,0.25855716528286915,0.061823701858520506,0.002395701974874383,gini,,1,15,300,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 15, 'n_estimators': 300, 'n_jobs': -1}",0.996183425160698,0.9843032598714417,0.9846189164370982,0.9881198347107438,0.9790518824609735,0.986455463728191,0.005660764389614324,13
0.6071624279022216,0.2069520331597099,0.06284499168395996,0.021523391074183006,gini,,1,20,100,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 100, 'n_jobs': -1}",0.9962982093663911,0.983442378328742,0.9844754361799817,0.9880624426078971,0.97876492194674,0.9862086776859504,0.00585322358488361,66
1.144934892654419,0.20243071646545097,0.11214909553527833,0.07256530425763866,gini,,1,20,200,-1,"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20, 'n_estimators': 200, 'n_jobs': -1}",0.996011248852158,0.9838728191000918,0.9846476124885215,0.9877180899908172,0.9798553719008265,0.986421028466483,0.005411116649781727,20
