mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_n_jobs,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.016463232040405274,0.0016083844111146866,0.003620815277099609,0.0006539618735481317,0.0001,300,-1,l1,saga,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'saga'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,229
0.016489696502685548,0.00093635894155404,0.0031347274780273438,0.0006351520886096005,0.0001,300,-1,l2,lbfgs,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9829545454545454,0.9463383838383838,0.9782770890725436,0.9720787419651056,0.957328971533517,0.967395546372819,0.013617362210821864,219
0.016343212127685545,0.001831922676817065,0.0032072067260742188,0.0006131475638093472,0.0001,300,-1,l2,newton-cg,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9829545454545454,0.9463383838383839,0.9782770890725436,0.9720787419651056,0.957328971533517,0.9673955463728191,0.01361736221082183,211
0.01625533103942871,0.0031971751688338744,0.0031657695770263674,0.0006253734400269663,0.0001,300,-1,l2,newton-cholesky,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.9829545454545454,0.9463383838383839,0.9782770890725436,0.9720787419651056,0.957328971533517,0.9673955463728191,0.01361736221082183,211
0.0020599365234375,0.0004789063144137897,0.00215764045715332,0.00022034816889865947,0.0001,300,-1,l2,liblinear,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9781336088154269,0.9343434343434344,0.9734561524334252,0.9644455922865014,0.9479740587695134,0.9596705693296602,0.016321759088384333,226
0.016563796997070314,0.0014038805272626662,0.0029974937438964843,0.0003413157810543683,0.0001,300,-1,l2,sag,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'sag'}",0.9829545454545454,0.9463383838383839,0.9782770890725436,0.9720787419651056,0.957328971533517,0.9673955463728191,0.01361736221082183,211
0.015958404541015624,0.00018600943876414508,0.0026656150817871093,0.0002178497030060839,0.0001,300,-1,l2,saga,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'l2', 'solver': 'saga'}",0.9829545454545454,0.9463383838383838,0.9782196969696969,0.9720787419651056,0.9573863636363636,0.967395546372819,0.01359974148708752,219
0.0004574298858642578,0.000120735187289461,0.0,0.0,0.0001,300,-1,elasticnet,lbfgs,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,,,241
0.00033006668090820315,5.600930965273283e-05,0.0,0.0,0.0001,300,-1,elasticnet,newton-cg,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,,,241
0.0002989768981933594,1.3551742236904395e-05,0.0,0.0,0.0001,300,-1,elasticnet,newton-cholesky,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'newton-cholesky'}",,,,,,,,241
0.00039076805114746094,0.00012639827922822534,0.0,0.0,0.0001,300,-1,elasticnet,liblinear,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,,,241
0.000357818603515625,0.00011568205078663426,0.0,0.0,0.0001,300,-1,elasticnet,sag,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,,,241
0.0004664421081542969,0.00011837155672770179,0.0,0.0,0.0001,300,-1,elasticnet,saga,"{'C': np.float64(0.0001), 'max_iter': 300, 'n_jobs': -1, 'penalty': 'elasticnet', 'solver': 'saga'}",,,,,,,,241
0.0004710674285888672,0.00018628248852795958,0.0,0.0,0.000774263682681127,100,-1,l1,lbfgs,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,241
0.0003455162048339844,5.655787222440907e-05,0.0,0.0,0.000774263682681127,100,-1,l1,newton-cg,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,241
0.0003937721252441406,0.00013106670575476048,0.0,0.0,0.000774263682681127,100,-1,l1,newton-cholesky,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'newton-cholesky'}",,,,,,,,241
0.002231788635253906,0.0005351098032811212,0.0024075984954833986,0.00019214682099009074,0.000774263682681127,100,-1,l1,liblinear,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'liblinear'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,229
0.0003066539764404297,1.954357682095473e-05,0.0,0.0,0.000774263682681127,100,-1,l1,sag,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,241
0.01627979278564453,0.0016049877314244395,0.002636623382568359,0.0003181961689138076,0.000774263682681127,100,-1,l1,saga,"{'C': np.float64(0.000774263682681127), 'max_iter': 100, 'n_jobs': -1, 'penalty': 'l1', 'solver': 'saga'}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,229
