Shared_Markers,k0,k1,k2,Share_allele,Value,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10,True_positive
15,0,11,4,19,100.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,083202,S,066302,F,2.0,1.0
15,0,5,10,25,694.085,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,030702,F,098602,S,2.8414126588849697,0.0
15,0,4,11,26,12041.6,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,133801,S,133801,F,4.08068419663977,1.0
15,0,9,6,21,11098.1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,028901,S,028901,F,4.04524863372851,1.0
15,0,9,6,21,800.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100-999,132702,S,142701,F,2.903089986991944,1.0
15,0,7,8,23,15578.2,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,10000-99999,069101,S,069101,F,4.192517275208907,1.0
15,0,3,12,27,40000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,036101,S,036101,F,4.6020599913279625,2.0
14,1,10,4,18,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,110601,S,051402,S,1.0,0.0
15,0,8,7,22,30000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,053801,F,053801,S,4.477121254719663,1.0
15,0,7,8,23,6000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,042101,F,042101,S,3.7781512503836434,1.0
15,0,8,7,22,115780.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,033601,S,033601,F,5.063633545230784,2.0
15,0,12,3,18,209.853,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100-999,076701,S,076701,F,2.3219151821447586,1.0
15,0,4,11,26,76828.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,144201,S,144201,F,4.885519527704957,2.0
15,0,8,7,22,75700.3,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,010701,S,010701,F,4.879097600610858,1.0
14,1,8,6,20,40.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,131001,F,088801,S,1.6020599913279625,0.0
15,0,10,5,20,300.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,014802,F,070002,F,2.4771212547196626,1.0
14,1,8,6,20,4.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,044902,F,118202,F,0.6020599913279624,0.0
14,1,9,5,19,6.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,009001,S,012402,F,0.7781512503836436,0.0
14,1,9,5,19,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,067402,F,029202,S,0.0,0.0
15,0,5,10,25,50243.1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-30,30:720,10000-99999,040301,S,040301,F,4.701076427531673,2.0
14,1,8,6,20,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,030502,F,095102,S,1.0,0.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,032702,F,148302,S,0.0,0.0
14,1,8,6,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,103201,S,124901,S,0.0,0.0
14,1,10,4,18,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,132002,S,150002,F,1.0,0.0
15,0,7,8,23,460.047,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100-999,117202,F,059001,S,2.6628022029814478,1.0
13,2,6,7,20,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,143502,F,014402,F,0.0,0.0
14,1,7,7,21,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,146102,F,149602,S,0.9030899869919436,0.0
14,1,8,6,20,100.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,054102,F,067202,F,2.0,0.0
15,0,9,6,21,2000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,1000-9999,137101,S,137101,F,3.3010299956639813,1.0
15,0,6,9,24,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,101901,F,101901,S,4.301029995663981,1.0
14,1,6,8,22,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100-999,030802,F,044602,F,2.3010299956639813,0.0
15,0,6,9,24,8528.4,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,053701,S,053701,F,3.930867561490052,1.0
14,1,9,5,19,9.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,062302,S,097002,S,0.9542425094393248,0.0
15,0,8,7,22,5007.35,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,020401,S,020401,F,3.699607948450286,1.0
15,0,6,9,24,300000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,030001,F,030001,S,5.477121254719663,2.0
15,0,4,11,26,2957700.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,1000000+,100901,S,100901,F,6.470954121333649,2.0
15,0,8,7,22,1000000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,1000000+,021701,S,021701,F,6.0,2.0
15,0,6,9,24,700.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100-999,095501,F,112502,F,2.845098040014257,0.0
15,0,7,8,23,500000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,142301,F,142301,S,5.698970004336019,2.0
15,0,7,8,23,330654.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,128101,S,128101,F,5.519373780835313,2.0
14,1,8,6,20,400.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,116102,F,115402,F,2.6020599913279625,0.0
15,0,10,5,20,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,030702,S,117202,S,2.3010299956639813,1.0
15,0,9,6,21,300.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,051402,S,129802,F,2.4771212547196626,1.0
15,0,9,6,21,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,050901,F,050901,S,5.301029995663981,2.0
15,0,5,10,25,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,077201,S,077201,F,5.301029995663981,2.0
15,0,10,5,20,30143.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,10000-99999,136601,S,136601,F,4.479186473546245,1.0
15,0,10,5,20,1126.62,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,1000-9999,083001,S,083001,F,3.0517774566566023,1.0
13,2,7,6,19,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,012702,S,048301,F,0.3010299956639812,0.0
15,0,6,9,24,3878120.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,079501,S,079501,F,6.588621243250041,2.0
15,0,6,9,24,4000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,115001,S,115001,F,3.6020599913279625,1.0
15,0,7,8,23,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,10000-99999,143901,S,143901,F,4.301029995663981,1.0
15,0,10,5,20,50.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,070302,F,024802,F,1.6989700043360187,0.0
15,0,8,7,22,39.3972,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,0-99,039502,F,093302,F,1.595465357161605,1.0
15,0,6,9,24,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-15,15:735,100000-999999,007901,S,007901,F,5.301029995663981,1.0
13,2,9,4,17,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,057902,S,031702,S,0.9030899869919436,0.0
15,0,6,9,24,50000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,135001,F,135001,S,4.698970004336019,1.0
15,0,10,5,20,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,067401,S,067401,F,4.301029995663981,1.0
15,0,9,6,21,20000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,066401,S,066401,F,4.301029995663981,1.0
14,1,7,7,21,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,051302,S,022902,S,0.3010299956639812,0.0
15,0,6,9,24,123726.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,068601,S,068601,F,5.092460972628491,1.0
14,1,10,4,18,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,102801,S,080802,S,1.0,0.0
14,1,9,5,19,7.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,134001,S,113102,S,0.8450980400142568,0.0
14,1,6,8,22,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,036101,S,149801,F,0.3010299956639812,0.0
14,1,8,6,20,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,072402,S,077902,S,0.4771212547196624,0.0
14,1,9,5,19,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,104001,F,127602,S,0.3010299956639812,0.0
14,1,7,7,21,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,116401,F,102702,S,1.0,0.0
15,0,6,9,24,74746.4,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,10000-99999,014301,S,014301,F,4.873590280638145,1.0
14,1,8,6,20,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,005202,F,097002,S,1.0,0.0
14,1,5,9,23,5.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,022901,F,020602,S,0.6989700043360189,0.0
15,0,7,8,23,28006.7,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-30,30:720,10000-99999,050501,S,050501,F,4.447261939376173,1.0
15,0,10,5,20,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,007301,S,105502,S,1.0,0.0
15,0,8,7,22,6908.51,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,058801,S,058801,F,3.8393843905645215,1.0
15,0,9,6,21,119.738,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100-999,147901,F,022901,F,2.07823199979081,1.0
15,0,10,5,20,109.656,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100-999,014001,F,050801,S,2.040032399767311,1.0
15,0,9,6,21,16417.3,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,145501,S,145501,F,4.215301734298724,1.0
14,1,7,7,21,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,121202,S,067802,S,0.3010299956639812,0.0
15,0,7,8,23,4092.91,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,038001,S,038001,F,3.61203219494258,1.0
15,0,8,7,22,23805600.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-15,15:735,1000000+,083901,S,083901,F,7.376679131973323,2.0
15,0,5,10,25,60000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,034501,F,034501,S,4.778151250383644,2.0
14,1,11,3,17,40.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,124001,S,042302,S,1.6020599913279625,0.0
15,0,6,9,24,9000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,1000-9999,060401,F,060401,S,3.9542425094393248,1.0
15,0,3,12,27,12216800.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,101101,S,101101,F,7.086957464144109,2.0
14,1,9,5,19,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,140802,F,112502,F,0.3010299956639812,0.0
15,0,8,7,22,50000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,061201,F,061201,S,4.698970004336019,1.0
15,0,9,6,21,2291.58,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,056701,S,056701,F,3.3601350232443834,1.0
14,1,11,3,17,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,009502,S,090402,F,1.0,0.0
15,0,5,10,25,5097920.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,1000000+,040701,S,040701,F,6.707393015944712,2.0
15,0,4,11,26,11225.2,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,025901,S,025901,F,4.0501940875927405,1.0
14,1,9,5,19,20.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,018402,F,039002,F,1.3010299956639813,0.0
15,0,9,6,21,100000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,061801,F,061801,S,5.0,2.0
15,0,6,9,24,7112.95,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,042701,S,042701,F,3.852049755864951,1.0
15,0,8,7,22,2182380.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,095501,S,095501,F,6.338930372986723,2.0
15,0,12,3,18,50000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,10000-99999,148801,F,148801,S,4.698970004336019,2.0
14,1,7,7,21,100.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100-999,006801,S,133702,S,2.0,0.0
13,2,5,8,21,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-7,7:743,0-99,117301,F,149402,S,0.3010299956639812,0.0
15,0,6,9,24,400000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,038801,F,038801,S,5.6020599913279625,2.0
15,0,7,8,23,90000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,024101,F,024101,S,4.954242509439325,1.0
14,1,7,7,21,6.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,049502,S,003202,S,0.7781512503836436,0.0
14,1,9,5,19,2.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,038702,F,125902,F,0.3010299956639812,0.0
15,0,6,9,24,120798.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,121601,S,121601,F,5.082059743919598,1.0
14,1,6,8,22,9.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,051602,S,101302,F,0.9542425094393248,0.0
14,1,8,6,20,7.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,048602,S,123202,S,0.8450980400142568,0.0
15,0,11,4,19,236.26,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100-999,076002,F,083001,S,2.3733901996274698,1.0
15,0,9,6,21,100000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,110201,S,110201,F,5.0,2.0
15,0,6,9,24,209278.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,100000-999999,140801,S,140801,F,5.3207235762565865,1.0
14,1,6,8,22,5.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,012101,F,043801,S,0.6989700043360189,0.0
15,0,9,6,21,1000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,072701,S,072701,F,3.0,1.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,078302,S,038602,F,0.0,0.0
15,0,9,6,21,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,100-999,114601,F,018601,S,2.3010299956639813,1.0
15,0,8,7,22,519843.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,103001,S,103001,F,5.715872200309938,2.0
15,0,9,6,21,1218.01,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-30,30:720,1000-9999,133301,S,133301,F,3.08565085391836,1.0
15,0,6,9,24,6346210.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,136001,S,136001,F,6.80251443907423,2.0
14,1,7,7,21,30.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,018402,S,144302,S,1.4771212547196624,0.0
14,1,9,5,19,8.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,047102,F,072402,S,0.9030899869919436,0.0
14,1,8,6,20,6.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,099602,F,119401,F,0.7781512503836436,0.0
15,0,6,9,24,16764.9,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,064401,S,064401,F,4.224400967274072,1.0
15,0,5,10,25,900000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,028801,S,028801,F,5.954242509439325,2.0
15,0,7,8,23,702323.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,144801,S,144801,F,5.846536891126701,2.0
15,0,5,10,25,60000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-15,15:735,10000-99999,058201,S,058201,F,4.778151250383644,2.0
15,0,5,10,25,3000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,141201,S,141201,F,3.4771212547196626,1.0
14,1,8,6,20,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,016702,S,001502,S,0.4771212547196624,0.0
15,0,8,7,22,100.019,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,066902,F,085302,S,2.000082508113539,1.0
14,1,6,8,22,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,130001,F,092602,F,0.0,0.0
15,0,7,8,23,4000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,1000-9999,113301,F,113301,S,3.6020599913279625,1.0
15,0,7,8,23,200000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,019501,S,019501,F,5.301029995663981,2.0
14,1,7,7,21,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,141202,F,148302,F,0.4771212547196624,0.0
15,0,5,10,25,4860.14,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,141201,S,141201,F,3.686648779622735,1.0
14,1,5,9,23,20.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,038801,F,078701,S,1.3010299956639813,0.0
14,1,4,10,24,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,114402,S,051302,S,0.0,0.0
14,1,6,8,22,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,018101,S,037702,S,0.4771212547196624,0.0
15,0,9,6,21,961614.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,100000-999999,075801,S,075801,F,5.983000777535627,2.0
15,0,7,8,23,10000.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,021101,F,021101,S,4.0,1.0
15,0,9,6,21,200.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,100-999,077001,S,031402,S,2.3010299956639813,1.0
14,1,9,5,19,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,067502,S,066901,S,0.4771212547196624,0.0
15,0,11,4,19,581260.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,067701,S,067701,F,5.76437043756676,2.0
15,0,12,3,18,371142.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100000-999999,148801,S,148801,F,5.569540103732028,2.0
14,1,6,8,22,3.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,102402,F,092602,F,0.4771212547196624,0.0
14,1,7,7,21,1.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,142602,S,038702,F,0.0,0.0
13,2,6,7,20,10.0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,068601,S,134402,F,1.0,0.0
15,0,7,8,23,6449.59,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,108201,S,108201,F,3.8095321074419166,1.0
15,0,6,9,24,388729.0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,100000-999999,106201,S,106201,F,5.589646941120523,2.0
